listing_id,product_name,wilaya,available_quantity_kg,quality_grade,price_dzd,seller_rating,days_listed,price_per_kg
L962,Potatoes,Oran,801,Premium,700,3.3387460630212966,32,0.8739076154806492
L963,Tomatoes,Annaba,12181,Commercial,378,3.0320657099943977,57,0.031031934980707658
L964,Tomatoes,Blida,16285,Premium,875,3.6555088345765885,29,0.053730426773104085
L965,Corn,Algiers,11476,Commercial,452,3.3117614340833015,35,0.03938654583478564
L966,Tomatoes,Blida,11322,Premium,351,3.5764833270420002,53,0.031001589825119236
L967,Wheat,Algiers,8740,Standard,946,4.61364209437114,27,0.10823798627002289
L968,Wheat,Oran,19937,Standard,949,4.423387725839834,31,0.04759993981040277
L969,Tomatoes,Annaba,4312,Commercial,558,3.018150660005344,6,0.12940630797773656
L970,Tomatoes,Blida,2308,Commercial,916,4.689498262723795,26,0.3968804159445407
L971,Carrots,Annaba,12168,Standard,972,3.079332112389367,55,0.07988165680473373
L972,Potatoes,Constantine,1661,Premium,569,4.7871298425057445,24,0.34256472004816374
L973,Carrots,Algiers,7554,Premium,307,4.871684796181594,34,0.04064072014826582
L974,Carrots,Annaba,14479,Premium,847,4.671933697581897,20,0.05849851509082119
L975,Potatoes,Algiers,7058,Commercial,412,3.7994973798118186,17,0.05837347690563899
L976,Corn,Algiers,8808,Commercial,355,3.5515670502611516,55,0.04030426884650318
L977,Potatoes,Blida,18746,Premium,554,3.350979667042421,33,0.029552971300544115
L978,Corn,Algiers,6664,Premium,969,3.1920971622061813,28,0.14540816326530612
L979,Carrots,Algiers,14796,Commercial,811,4.475858247982786,54,0.05481211138145445
L980,Wheat,Oran,12661,Commercial,556,4.437177522085536,11,0.04391438275017771
L981,Wheat,Blida,18037,Premium,415,4.58048695269022,40,0.0230082607972501
L982,Tomatoes,Constantine,15987,Premium,520,3.833902486738852,15,0.03252642772252455
L983,Carrots,Constantine,16824,Commercial,353,4.806195565158416,53,0.02098193057536852
L984,Wheat,Constantine,14764,Premium,925,4.185255613885061,33,0.06265239772419398
L985,Tomatoes,Annaba,2247,Premium,421,4.489446430862588,9,0.18736092567868268
L986,Wheat,Oran,2575,Commercial,684,3.0073032459748568,15,0.26563106796116503
L987,Carrots,Algiers,4749,Commercial,743,3.2684621984296967,4,0.15645399031375026
L988,Carrots,Algiers,14893,Standard,690,4.028136698835431,36,0.04633049083462029
L989,Carrots,Constantine,17937,Commercial,781,4.865634204420871,26,0.04354128338072141
L990,Carrots,Annaba,10714,Standard,921,3.25199622140328,17,0.08596229232779541
L991,Carrots,Algiers,19229,Premium,588,4.785476790293224,1,0.030578813250819074
L992,Corn,Oran,14926,Premium,618,3.7161587457932317,48,0.041404261021037114
L993,Corn,Annaba,17702,Standard,650,4.263154177096499,13,0.03671901480058751
L994,Tomatoes,Blida,5704,Premium,766,4.186134738564416,34,0.13429172510518933
L995,Tomatoes,Blida,7658,Premium,811,3.4384733623273034,9,0.10590232436667538
L996,Potatoes,Oran,18337,Standard,872,3.06518667377607,52,0.047554125538528655
L997,Carrots,Algiers,6246,Commercial,558,3.6514084492436054,27,0.0893371757925072
L998,Potatoes,Algiers,16530,Standard,736,4.855916053798934,44,0.04452510586811857
L999,Carrots,Algiers,18669,Premium,675,4.462402580647089,33,0.036156194761369116
L1000,Wheat,Algiers,18953,Commercial,637,4.366587890744661,14,0.033609454967551314
L1001,Tomatoes,Annaba,13894,Commercial,335,3.575216283985692,52,0.024111127105225276
L1002,Carrots,Annaba,17276,Premium,857,3.5195304232774793,51,0.049606390368140775
L1003,Tomatoes,Annaba,19572,Standard,901,3.5341034771075135,53,0.04603515225832822
L1004,Corn,Oran,2054,Premium,938,4.766720751685433,47,0.45666991236611487
L1005,Tomatoes,Blida,5347,Commercial,712,3.5234936578633387,36,0.13315878062464934
L1006,Corn,Blida,12825,Standard,610,4.839926868619137,3,0.047563352826510724
L1007,Tomatoes,Algiers,6226,Commercial,359,3.6904957410739776,21,0.057661419852232575
L1008,Corn,Annaba,13475,Premium,594,3.2223388551332297,44,0.044081632653061226
L1009,Potatoes,Oran,10376,Premium,948,4.391132150116676,35,0.09136468774094063
L1010,Corn,Algiers,4205,Standard,956,3.9286715054349832,34,0.22734839476813318
L1011,Potatoes,Constantine,19566,Premium,513,3.7723590292103304,5,0.02621895124195032
L1012,Corn,Annaba,14022,Standard,413,3.0026654830563073,13,0.029453715589787478
L1013,Tomatoes,Constantine,53,Standard,494,4.4738707071077,17,9.320754716981131
L1014,Wheat,Constantine,1257,Standard,879,3.9391380564770353,49,0.6992840095465394
L1015,Potatoes,Oran,17125,Standard,607,3.131076725106813,51,0.035445255474452556
L1016,Corn,Blida,746,Commercial,508,4.889285660339666,35,0.6809651474530831
L1017,Corn,Algiers,13224,Commercial,871,3.1280233152632486,24,0.06586509376890502
L1018,Tomatoes,Annaba,2682,Premium,740,4.979288729624989,32,0.2759134973900075
L1019,Potatoes,Algiers,3215,Standard,877,4.850313602972183,23,0.27278382581648525
L1020,Potatoes,Algiers,5319,Commercial,465,4.22831880151552,41,0.0874224478285392
L1021,Corn,Annaba,13659,Premium,536,4.05543766311191,46,0.03924152573394831
L1022,Tomatoes,Algiers,2448,Commercial,330,4.637207860278968,59,0.13480392156862744
L1023,Carrots,Blida,8498,Commercial,929,3.0384578466925185,37,0.10931983996234408
L1024,Carrots,Blida,19164,Commercial,544,3.0334941033258183,20,0.02838655812982676
L1025,Corn,Algiers,3859,Premium,966,3.146507020867964,26,0.2503239181135009
L1026,Corn,Blida,1560,Standard,572,3.3005453590479936,25,0.36666666666666664
L1027,Potatoes,Oran,8918,Premium,350,4.148451558378465,4,0.03924646781789639
L1028,Wheat,Algiers,9526,Commercial,719,3.115622129292099,22,0.07547764014276716
L1029,Potatoes,Constantine,16332,Premium,799,3.7407233037004675,57,0.048922361009061964
L1030,Potatoes,Blida,1943,Premium,327,3.734302881256678,16,0.1682964487905301
L1031,Wheat,Oran,17354,Standard,637,4.302325937655729,51,0.03670623487380431
L1032,Tomatoes,Annaba,5873,Standard,683,4.395453528610184,47,0.1162949089051592
L1033,Wheat,Oran,4850,Commercial,356,4.904783402747289,38,0.07340206185567011
L1034,Corn,Oran,17229,Premium,499,3.705450198120274,21,0.028962795287016077
L1035,Wheat,Algiers,16609,Standard,341,4.315131650425597,13,0.02053103738936721
L1036,Corn,Annaba,16162,Commercial,529,3.03672099447185,30,0.03273109763643114
L1037,Corn,Constantine,11366,Commercial,535,3.752584861570893,6,0.04707020939644554
L1038,Tomatoes,Constantine,12313,Premium,774,4.354518293506655,57,0.06286039145618452
L1039,Carrots,Oran,19459,Premium,874,4.934439094698098,40,0.04491494938074927
L1040,Tomatoes,Oran,12300,Premium,624,3.959658499495701,10,0.050731707317073174
L1041,Corn,Algiers,6424,Commercial,855,4.209154988554152,26,0.13309464508094646
L1042,Tomatoes,Blida,9795,Commercial,567,4.9084217086124085,39,0.057886676875957124
L1043,Carrots,Blida,7784,Premium,693,3.327456068616444,55,0.08902877697841727
L1044,Wheat,Annaba,3394,Standard,508,3.6073907678769137,38,0.14967589864466707
L1045,Tomatoes,Annaba,18504,Commercial,563,4.890219893674696,49,0.030425853869433635
L1046,Corn,Algiers,6513,Premium,312,4.90152495585905,57,0.04790419161676647
L1047,Carrots,Annaba,16234,Premium,960,3.4458319794266825,14,0.059135148453862266
L1048,Corn,Algiers,19619,Standard,746,4.225793483017968,41,0.038024364136806155
L1049,Tomatoes,Blida,11739,Standard,779,4.821354178480902,42,0.06635999659255473
L1050,Tomatoes,Annaba,17322,Premium,430,3.291231493865352,57,0.024823923334487935
L1051,Tomatoes,Oran,12030,Standard,393,3.798545859694088,9,0.03266832917705736
L1052,Tomatoes,Annaba,401,Premium,806,4.6392348532883165,37,2.0099750623441395
L1053,Wheat,Blida,8593,Commercial,408,3.870356975486067,24,0.04748050738973583
L1054,Wheat,Annaba,9905,Premium,521,4.670170781400566,31,0.05259969712266532
L1055,Carrots,Oran,8170,Premium,337,3.0569903193224324,32,0.0412484700122399
L1056,Potatoes,Blida,1953,Commercial,392,3.653015431850332,23,0.2007168458781362
L1057,Corn,Algiers,12662,Premium,552,3.615819044766641,41,0.04359500868741115
L1058,Potatoes,Blida,14371,Commercial,912,3.598296796397093,19,0.06346113701203814
L1059,Tomatoes,Oran,13290,Premium,883,4.955056385021107,24,0.06644093303235515
L1060,Corn,Constantine,6753,Standard,357,4.779483079341201,39,0.05286539315859618
L1061,Carrots,Blida,14668,Commercial,964,4.422757571094284,21,0.06572129806381238
L1062,Corn,Algiers,10222,Commercial,737,4.236772808164628,41,0.07209939346507532
L1063,Potatoes,Annaba,2643,Premium,619,4.0650131704722705,24,0.23420355656451003
L1064,Tomatoes,Oran,5129,Commercial,407,3.6132605961592867,6,0.07935270033144863
L1065,Carrots,Algiers,10832,Premium,380,3.6333923420241216,24,0.03508124076809453
L1066,Carrots,Blida,18541,Premium,840,4.875785331864079,47,0.04530499973032738
L1067,Potatoes,Algiers,14345,Commercial,597,4.942824316993869,17,0.04161728825374695
L1068,Corn,Constantine,657,Premium,971,3.2986022290530954,36,1.4779299847793
L1069,Tomatoes,Constantine,3693,Premium,530,4.714484730801875,42,0.14351475764960736
L1070,Corn,Blida,600,Commercial,470,3.4344324473165964,12,0.7833333333333333
L1071,Potatoes,Blida,17021,Premium,505,3.118920050162451,21,0.02966923212502203
L1072,Potatoes,Blida,608,Standard,600,3.378517577775329,55,0.9868421052631579
L1073,Wheat,Algiers,10366,Commercial,396,4.482373077189672,34,0.03820181362145476
L1074,Wheat,Oran,1864,Premium,785,3.720268932300603,2,0.421137339055794
L1075,Carrots,Annaba,373,Standard,604,3.5923572379608686,11,1.6193029490616622
L1076,Tomatoes,Annaba,6957,Standard,331,4.064774573824508,10,0.04757797901394279
L1077,Corn,Oran,4526,Standard,390,3.095269328266674,58,0.08616880247459124
L1078,Wheat,Algiers,19121,Standard,328,4.469366046552004,13,0.0171539145442184
L1079,Potatoes,Annaba,6920,Commercial,768,4.2978192248886575,16,0.11098265895953757
L1080,Corn,Annaba,4604,Standard,889,4.668120476908417,44,0.1930929626411816
L1081,Corn,Blida,5039,Premium,512,3.838923691103785,13,0.10160746179797579
L1082,Corn,Constantine,12247,Premium,479,4.189780653078029,39,0.03911161917204213
L1083,Carrots,Blida,10320,Commercial,458,3.350962827190731,20,0.04437984496124031
L1084,Tomatoes,Algiers,1381,Commercial,415,4.2358186377881,34,0.3005068790731354
L1085,Wheat,Algiers,9870,Commercial,996,4.642545264016447,11,0.10091185410334347
L1086,Tomatoes,Algiers,1160,Standard,905,4.863377709624801,27,0.7801724137931034
L1087,Tomatoes,Annaba,9202,Commercial,971,4.931381119443779,1,0.10552053901325799
L1088,Tomatoes,Annaba,9187,Commercial,317,4.680403548532051,42,0.034505279198867964
L1089,Potatoes,Annaba,19407,Standard,906,3.712617042791952,25,0.04668418611841088
L1090,Tomatoes,Oran,7897,Premium,391,3.544237285672195,2,0.049512473091047234
L1091,Carrots,Algiers,11949,Standard,887,4.703305168751063,43,0.07423215331826931
L1092,Wheat,Annaba,2445,Premium,390,4.42808517294327,26,0.15950920245398773
L1093,Wheat,Annaba,11286,Premium,416,3.478479143958643,27,0.036859826333510544
L1094,Corn,Algiers,16099,Premium,709,4.636162632670921,20,0.044040002484626375
L1095,Corn,Constantine,3064,Standard,800,3.8739383934922005,17,0.26109660574412535
L1096,Corn,Annaba,10625,Commercial,976,4.420531903026114,1,0.09185882352941177
L1097,Potatoes,Oran,6416,Commercial,554,3.3347016704468952,40,0.08634663341645886
L1098,Corn,Blida,12784,Standard,577,3.9183442108761533,37,0.04513454317897372
L1099,Potatoes,Annaba,1655,Standard,724,3.074135886313117,2,0.43746223564954684
L1100,Potatoes,Oran,8037,Standard,613,4.947346295193301,52,0.0762722408859027
L1101,Carrots,Oran,11492,Standard,364,3.0676693462215505,45,0.03167420814479638
L1102,Potatoes,Annaba,12934,Standard,724,4.2593071007064385,48,0.05597649605690428
L1103,Potatoes,Constantine,17730,Premium,886,4.517461270597192,30,0.04997179921037789
L1104,Wheat,Oran,19763,Standard,858,3.1874290481321568,53,0.04341446136720133
L1105,Tomatoes,Blida,7702,Premium,390,4.447654989734946,54,0.050636198390028565
L1106,Carrots,Annaba,1363,Premium,509,3.74306559114714,14,0.3734409391049156
L1107,Wheat,Constantine,6418,Commercial,620,3.8760294412059366,24,0.09660330320972266
L1108,Potatoes,Constantine,7780,Premium,656,3.606112129790048,17,0.08431876606683805
L1109,Corn,Oran,4196,Premium,781,4.355254065513601,5,0.18612964728312678
L1110,Tomatoes,Blida,6264,Commercial,881,3.812068421102643,55,0.14064495530012772
L1111,Tomatoes,Oran,16545,Premium,479,3.117142097793316,27,0.028951344817165308
L1112,Carrots,Blida,19895,Premium,765,4.502300657411743,20,0.03845187232973109
L1113,Corn,Blida,2636,Commercial,379,4.555470576964104,55,0.1437784522003035
L1114,Wheat,Oran,180,Commercial,426,4.792116325736895,38,2.3666666666666667
L1115,Tomatoes,Blida,19376,Standard,806,4.780001803393766,54,0.04159785301403798
L1116,Wheat,Annaba,13614,Commercial,478,4.352830033615417,58,0.03511091523431761
L1117,Tomatoes,Algiers,19942,Premium,736,3.3549349381759166,18,0.03690703038812557
L1118,Corn,Oran,1553,Standard,455,4.345306764235816,12,0.29298132646490666
L1119,Wheat,Annaba,4542,Premium,752,4.491138782938982,23,0.16556583003082342
L1120,Wheat,Blida,15501,Premium,883,3.8527457110934122,27,0.05696406683439778
L1121,Carrots,Blida,11731,Commercial,899,4.482148802264367,12,0.07663455800869491
L1122,Corn,Constantine,934,Commercial,999,3.065110897865832,51,1.069593147751606
L1123,Corn,Algiers,16390,Commercial,371,4.370177181146911,33,0.02263575350823673
L1124,Tomatoes,Constantine,4695,Premium,953,4.944628968807765,15,0.20298189563365282
L1125,Carrots,Constantine,6690,Premium,411,3.469213796235538,46,0.06143497757847534
L1126,Corn,Blida,6360,Premium,598,3.3985064746780456,22,0.09402515723270441
L1127,Carrots,Constantine,3518,Premium,977,3.9660832585454515,16,0.2777146105741899
L1128,Tomatoes,Algiers,9834,Premium,416,3.616859680115714,36,0.04230221679886109
L1129,Corn,Algiers,12815,Commercial,887,3.575200692800557,59,0.06921576277799454
L1130,Carrots,Algiers,13214,Standard,851,3.9347802025821803,38,0.06440139246253973
L1131,Tomatoes,Oran,6117,Standard,784,4.5724108921287785,1,0.12816740232139937
L1132,Tomatoes,Constantine,6121,Standard,969,4.836044010243983,31,0.1583074661003104
L1133,Tomatoes,Blida,13685,Commercial,322,4.929441515214757,48,0.023529411764705882
L1134,Tomatoes,Blida,15881,Commercial,357,4.962971857382406,59,0.022479692714564573
L1135,Carrots,Blida,4441,Standard,324,4.84261427333122,21,0.07295654131952263
L1136,Wheat,Blida,5086,Premium,851,4.541958905471175,43,0.1673220605583956
L1137,Carrots,Algiers,9698,Standard,457,3.4683910399179663,13,0.04712311816869458
L1138,Corn,Annaba,2725,Premium,765,3.759074750685723,6,0.28073394495412846
L1139,Tomatoes,Constantine,931,Commercial,812,3.6764220511528274,25,0.8721804511278195
L1140,Corn,Algiers,5101,Standard,672,3.021780131544733,3,0.13173887473044502
L1141,Wheat,Constantine,5391,Premium,375,4.022349777963555,26,0.06956037840845854
L1142,Potatoes,Constantine,2714,Commercial,367,3.3991824145274614,40,0.13522476050110538
L1143,Tomatoes,Algiers,18936,Commercial,501,3.0473002169462555,22,0.026457541191381495
L1144,Corn,Constantine,13803,Standard,520,4.261128585579549,50,0.03767296964428023
L1145,Potatoes,Oran,14513,Commercial,579,3.1951705603986156,17,0.039895266312960795
L1146,Carrots,Constantine,12605,Premium,729,3.9766761258065864,59,0.0578341927806426
L1147,Potatoes,Blida,19907,Standard,655,4.139699523508373,57,0.03290299894509469
L1148,Tomatoes,Oran,6784,Commercial,979,3.402962204646709,43,0.14431014150943397
L1149,Corn,Constantine,2203,Premium,647,3.290289726714744,35,0.29369042215161145
L1150,Corn,Blida,5287,Standard,609,4.156844177965705,55,0.11518819746548137
L1151,Wheat,Algiers,6530,Commercial,591,3.548225918678094,55,0.09050535987748852
L1152,Potatoes,Oran,9930,Standard,512,4.934826932340662,59,0.051560926485397784
L1153,Carrots,Oran,8288,Standard,391,4.70461053577841,23,0.04717664092664093
L1154,Tomatoes,Annaba,10959,Commercial,684,3.0563130209810763,50,0.062414453873528605
L1155,Wheat,Oran,19325,Commercial,651,4.755274710529689,24,0.033686934023285896
L1156,Tomatoes,Oran,17172,Commercial,769,4.2346897528435035,46,0.04478220358723503
L1157,Wheat,Oran,17479,Standard,565,3.1110872680041215,19,0.032324503690142455
L1158,Wheat,Constantine,4546,Premium,404,4.472390073817741,22,0.08886933567971843
L1159,Potatoes,Blida,813,Premium,558,4.9090405758508835,58,0.6863468634686347
L1160,Corn,Blida,7287,Commercial,547,3.777494487312922,46,0.07506518457527103
L1161,Wheat,Constantine,9504,Premium,584,4.852685018050222,55,0.061447811447811446
L1162,Corn,Annaba,6049,Standard,939,4.570935163021645,15,0.1552322697966606
L1163,Corn,Oran,753,Standard,338,3.7545968931148703,59,0.448871181938911
L1164,Corn,Annaba,4099,Premium,533,4.859345199021519,37,0.1300317150524518
L1165,Tomatoes,Blida,7456,Premium,682,4.83333352372851,22,0.09146995708154507
L1166,Carrots,Algiers,12553,Standard,374,3.468755032960348,18,0.02979367481876842
L1167,Wheat,Blida,7138,Commercial,760,3.079557871390379,29,0.10647240123283833
L1168,Potatoes,Blida,10550,Commercial,688,4.7246971663404125,7,0.06521327014218009
L1169,Wheat,Annaba,3040,Standard,399,3.955287246912068,40,0.13125
L1170,Corn,Annaba,2431,Premium,784,3.9570465397733523,29,0.32250102838338135
L1171,Corn,Algiers,8440,Premium,495,3.2263463186773853,36,0.05864928909952607
L1172,Potatoes,Oran,7298,Commercial,527,4.057404244210871,42,0.07221156481227733
L1173,Wheat,Oran,6871,Standard,919,3.3736274279357095,15,0.1337505457720856
L1174,Corn,Oran,1761,Standard,375,4.492450571454273,22,0.21294718909710392
L1175,Carrots,Algiers,12526,Commercial,952,4.661935819564503,33,0.07600191601468945
L1176,Carrots,Blida,1871,Commercial,577,4.048013690236437,1,0.3083912346338856
L1177,Tomatoes,Oran,1869,Premium,902,3.821161607299369,46,0.4826110219368646
L1178,Tomatoes,Annaba,12871,Standard,645,3.7870337310221345,6,0.05011265635925725
L1179,Carrots,Oran,6485,Standard,344,4.835718349700533,55,0.05304548959136469
L1180,Carrots,Blida,6230,Standard,387,3.8094592949248964,55,0.06211878009630819
L1181,Corn,Annaba,15463,Premium,564,3.471225442362331,25,0.0364741641337386
L1182,Corn,Annaba,13619,Premium,957,3.593133338286475,48,0.07026947646670094
L1183,Carrots,Algiers,636,Commercial,469,4.385459207210987,48,0.7374213836477987
L1184,Carrots,Oran,17744,Standard,306,3.2527689613741906,17,0.01724526600541028
L1185,Corn,Constantine,11983,Commercial,446,4.115276962497063,4,0.037219394141700744
L1186,Carrots,Oran,10477,Premium,464,4.406051134828124,24,0.04428748687601412
L1187,Wheat,Constantine,7857,Standard,338,4.140516540736282,31,0.0430189639811633
L1188,Wheat,Blida,16450,Commercial,922,3.5439883893685473,53,0.056048632218844985
L1189,Carrots,Oran,7469,Commercial,977,3.86076848203997,5,0.130807336992904
L1190,Potatoes,Oran,15162,Premium,789,3.989883046842928,43,0.052037989711119906
L1191,Corn,Algiers,2893,Standard,562,4.026149205025507,24,0.19426201175250604
L1192,Carrots,Algiers,12808,Commercial,591,3.579046410637739,3,0.04614303560274828
L1193,Tomatoes,Blida,7380,Standard,751,3.1394289881299953,45,0.10176151761517616
L1194,Wheat,Oran,8927,Standard,932,4.827974571608055,8,0.10440237481796796
L1195,Carrots,Annaba,4543,Premium,364,3.896938962511293,25,0.08012326656394453
L1196,Potatoes,Blida,9649,Standard,988,4.948329547056472,45,0.1023940304694787
L1197,Carrots,Annaba,17683,Commercial,802,3.306679532948042,17,0.045354295085675504
L1198,Wheat,Blida,6640,Standard,428,4.577981417652181,46,0.06445783132530121
L1199,Carrots,Blida,1202,Commercial,424,4.755903983222753,28,0.3527454242928453
L1200,Wheat,Blida,13513,Commercial,415,3.201805316267146,26,0.030711167024346925
L1201,Tomatoes,Constantine,10707,Premium,604,3.4795362967549073,52,0.05641169328476697
L1202,Carrots,Algiers,18055,Standard,976,3.3642069648477952,51,0.054057047909166434
L1203,Corn,Blida,19440,Standard,557,3.38058148517333,26,0.028652263374485596
L1204,Potatoes,Oran,11609,Commercial,981,4.764613606834009,1,0.08450340253251787
L1205,Corn,Blida,2304,Premium,680,4.659328686497103,16,0.2951388888888889
L1206,Carrots,Annaba,12777,Premium,550,4.905443639146503,33,0.043046098458167016
L1207,Carrots,Annaba,18142,Standard,988,3.446611695719705,11,0.05445926579208467
L1208,Wheat,Algiers,17303,Standard,597,3.36856273984234,5,0.03450268739524938
L1209,Corn,Annaba,14470,Standard,704,3.277238454840261,3,0.048652384243261924
L1210,Carrots,Annaba,14777,Commercial,633,3.831048259250116,18,0.042836841036746294
L1211,Carrots,Constantine,16324,Premium,478,3.643041905758216,57,0.02928203871600098
L1212,Carrots,Annaba,10956,Premium,937,3.456072421480288,47,0.08552391383716684
L1213,Wheat,Algiers,9005,Standard,384,4.8742525379923105,11,0.04264297612437535
L1214,Potatoes,Annaba,12299,Premium,328,4.974540134137016,31,0.02666883486462314
L1215,Corn,Algiers,3581,Standard,667,4.384654684352024,8,0.18626082099972074
L1216,Potatoes,Blida,7544,Standard,725,3.8326614316091834,12,0.09610286320254507
L1217,Carrots,Constantine,9395,Premium,353,4.8851433148292545,33,0.03757317722192656
L1218,Corn,Algiers,13879,Commercial,534,3.488369503669464,32,0.03847539448087038
L1219,Carrots,Oran,2955,Premium,845,3.2834481091786536,7,0.2859560067681895
L1220,Tomatoes,Algiers,15936,Standard,996,4.1303573125524435,54,0.0625
L1221,Corn,Annaba,8132,Premium,831,4.579807809579074,58,0.10218888342351205
L1222,Wheat,Annaba,12404,Commercial,330,3.7136459796401207,18,0.026604321186713964
L1223,Potatoes,Annaba,7809,Standard,390,4.159726105556968,2,0.049942374183634265
L1224,Carrots,Annaba,4321,Premium,709,4.589720954630185,34,0.16408238833603334
L1225,Tomatoes,Constantine,12605,Premium,473,3.9095720975058486,36,0.037524791749305834
L1226,Carrots,Annaba,5818,Premium,553,4.138643373953947,44,0.09504984530766586
L1227,Tomatoes,Annaba,851,Commercial,460,4.409230868737285,8,0.5405405405405406
L1228,Potatoes,Blida,6071,Standard,896,3.4240897142632223,47,0.1475868884862461
L1229,Tomatoes,Constantine,12250,Premium,851,4.637412306303824,18,0.06946938775510204
L1230,Wheat,Algiers,17404,Premium,483,4.996360768400116,18,0.027752240864169157
L1231,Tomatoes,Constantine,3195,Premium,952,4.472497389955961,57,0.29796557120500783
L1232,Corn,Constantine,10510,Standard,579,3.0509257650806836,25,0.055090390104662226
L1233,Potatoes,Annaba,12517,Standard,409,4.13615118613873,2,0.03267556123671806
L1234,Potatoes,Constantine,3400,Commercial,411,4.141426833671355,58,0.12088235294117647
L1235,Wheat,Oran,3153,Standard,791,3.0503302415515865,32,0.250872185220425
L1236,Potatoes,Constantine,12531,Commercial,949,3.7186370709557366,12,0.0757321841832256
L1237,Wheat,Annaba,18003,Standard,636,3.2841024627140065,47,0.035327445425762376
L1238,Tomatoes,Algiers,6140,Premium,363,3.441460142915205,32,0.059120521172638434
L1239,Corn,Algiers,5917,Standard,403,3.0638777383854263,2,0.06810883893865134
L1240,Carrots,Annaba,16781,Standard,377,3.9807789901333885,45,0.02246588403551636
L1241,Corn,Constantine,13064,Commercial,600,3.9655743735608686,18,0.04592774035517452
L1242,Potatoes,Constantine,11388,Standard,800,3.0828227976939715,40,0.07024938531787847
L1243,Corn,Oran,604,Commercial,981,4.505140701940806,25,1.6241721854304636
L1244,Corn,Blida,13067,Premium,793,4.907486355772527,11,0.06068722736664881
L1245,Carrots,Blida,12631,Standard,322,3.9124143062420265,53,0.02549283508827488
L1246,Tomatoes,Constantine,17070,Standard,913,4.677634419089644,25,0.05348564733450498
L1247,Corn,Constantine,7485,Commercial,781,4.565208246045641,37,0.10434201736806947
L1248,Wheat,Oran,6426,Premium,326,4.609211205755124,30,0.050731403672580146
L1249,Corn,Constantine,767,Commercial,636,3.843710943088425,13,0.8292046936114733
L1250,Carrots,Annaba,2586,Commercial,783,3.5215275350671145,11,0.302784222737819
L1251,Carrots,Annaba,3941,Premium,408,3.7289302938780913,20,0.10352702359807156
L1252,Potatoes,Constantine,2249,Premium,510,4.0828691246566375,36,0.22676745220097821
L1253,Potatoes,Annaba,4258,Premium,393,3.066888516932547,52,0.09229685298262096
L1254,Wheat,Constantine,252,Commercial,610,4.270000263283012,8,2.4206349206349205
L1255,Corn,Annaba,6103,Commercial,666,3.9493450483126775,18,0.10912665902015402
L1256,Corn,Annaba,7418,Standard,862,3.2540905910029405,54,0.11620382852520895
L1257,Carrots,Oran,4627,Commercial,308,3.5744007991031754,14,0.06656580937972768
L1258,Carrots,Blida,3946,Premium,658,3.3556394611538636,59,0.16675114039533706
L1259,Corn,Annaba,17653,Commercial,450,4.8324865648947215,12,0.0254914178893106
L1260,Carrots,Constantine,18854,Standard,892,3.0223156934718913,5,0.047310915455606235
L1261,Tomatoes,Blida,15767,Standard,393,4.708587447608764,8,0.024925477262637153
L1262,Carrots,Oran,4380,Premium,835,3.6404459324361698,57,0.1906392694063927
L1263,Wheat,Oran,410,Standard,400,3.5563809830199404,37,0.975609756097561
L1264,Potatoes,Annaba,10524,Commercial,418,3.346165825226757,57,0.039718738122386923
L1265,Corn,Blida,1493,Standard,915,3.500017285312583,52,0.6128600133958473
L1266,Wheat,Annaba,2426,Commercial,683,4.331342909201701,46,0.28153338829348723
L1267,Wheat,Constantine,6670,Commercial,957,4.009942185018595,19,0.14347826086956522
L1268,Wheat,Annaba,6574,Premium,640,3.5818827676386586,4,0.09735320961362945
L1269,Corn,Constantine,13457,Premium,663,3.6267212074734285,26,0.04926803893884224
L1270,Carrots,Oran,9494,Premium,736,3.0330131177340878,54,0.07752264588160944
L1271,Potatoes,Blida,15523,Commercial,702,3.5590521415894947,19,0.04522321716163113
L1272,Wheat,Annaba,7297,Standard,475,3.658947036226041,35,0.06509524462107716
L1273,Wheat,Blida,18814,Commercial,791,3.5879658609436342,14,0.04204315934942064
L1274,Wheat,Annaba,2135,Commercial,995,3.2665451569019055,52,0.46604215456674475
L1275,Potatoes,Algiers,8159,Premium,892,3.7414014294107822,6,0.10932712342198798
L1276,Carrots,Annaba,13903,Commercial,986,3.624549791167727,52,0.0709199453355391
L1277,Tomatoes,Oran,9566,Premium,650,4.920587318959838,1,0.06794898599205519
L1278,Carrots,Blida,18958,Commercial,538,3.3583124840856637,35,0.028378520941027535
L1279,Tomatoes,Constantine,4963,Premium,782,3.4051024029568318,9,0.15756598831352006
L1280,Wheat,Constantine,4613,Premium,991,4.228421956513473,21,0.21482766095816172
L1281,Wheat,Constantine,6830,Standard,499,3.283290142040566,3,0.07306002928257686
L1282,Wheat,Constantine,15760,Commercial,358,3.3086929346983442,21,0.022715736040609138
L1283,Carrots,Algiers,8680,Commercial,914,4.8194111058515094,20,0.10529953917050691
L1284,Carrots,Constantine,19327,Premium,718,3.7215717180233843,13,0.037150100895120816
L1285,Corn,Algiers,4822,Premium,533,3.9058108780936234,45,0.1105350476980506
L1286,Carrots,Blida,19896,Premium,780,3.07177831062124,4,0.039203860072376355
L1287,Carrots,Algiers,17544,Premium,668,3.8726269660950723,3,0.038075695394436844
L1288,Wheat,Algiers,5888,Standard,314,4.741658463192708,28,0.05332880434782609
L1289,Potatoes,Constantine,9473,Standard,404,4.530448850368145,18,0.04264752454343925
L1290,Carrots,Constantine,4529,Premium,632,3.02572312418671,8,0.13954515345550894
